,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1128,Kensington,40.64238195800353,-73.98042110559473,Madina Restaurant and Sweets,40.64369687020608,-73.96999901276827,Indian Restaurant
1129,Kensington,40.64238195800353,-73.98042110559473,Mr. Tong,40.648426024967875,-73.9783575862549,Chinese Restaurant
1130,Kensington,40.64238195800353,-73.98042110559473,Corner Cafe,40.63548043033804,-73.9788927396534,Café
1131,Kensington,40.64238195800353,-73.98042110559473,Kathy's Gourmet Italian Ices & Ice Cream,40.65085629732318,-73.97707501545524,Ice Cream Shop
1132,Kensington,40.64238195800353,-73.98042110559473,KRM Kollel Store,40.64012919855071,-73.98537125329379,Supermarket
1133,Kensington,40.64238195800353,-73.98042110559473,BP,40.647215,-73.980908,Gas Station
1134,Kensington,40.64238195800353,-73.98042110559473,Shell,40.63944655171359,-73.97983319354138,Gas Station
1135,Kensington,40.64238195800353,-73.98042110559473,Tiferes Mordechai,40.639418,-73.97926899999999,Music Venue
1136,Kensington,40.64238195800353,-73.98042110559473,Little Tonino's Pizzeria & Cafe,40.65085827352706,-73.9769747915404,Pizza Place
1137,Kensington,40.64238195800353,-73.98042110559473,Sleep Inn Prospect park,40.644127,-73.988106,Hotel
1138,Kensington,40.64238195800353,-73.98042110559473,Shenanigans Pub,40.64761899957247,-73.97275239229201,Bar
1139,Kensington,40.64238195800353,-73.98042110559473,Ditmas Fitness,40.64372478315022,-73.96986140841469,Gym / Fitness Center
1140,Kensington,40.64238195800353,-73.98042110559473,Brooklyn Banya Russian Bathhouse & Spa,40.64239527878737,-73.96985791038128,Spa
1141,Kensington,40.64238195800353,-73.98042110559473,Burger King,40.64697286078857,-73.98153662681574,Fast Food Restaurant
1142,Kensington,40.64238195800353,-73.98042110559473,620 on Caton Pizzeria and Restaurant,40.64750910554364,-73.97392451763153,Pizza Place
1143,Kensington,40.64238195800353,-73.98042110559473,McDonald's,40.64457242585666,-73.98768961429596,Fast Food Restaurant
1144,Kensington,40.64238195800353,-73.98042110559473,Shell,40.643917204453246,-73.97038455793113,Gas Station
1145,Kensington,40.64238195800353,-73.98042110559473,New Way Supermarket,40.64010752791512,-73.97438571572745,Convenience Store
1146,Kensington,40.64238195800353,-73.98042110559473,KFC,40.644216171644814,-73.97054966169713,Fried Chicken Joint
1147,Kensington,40.64238195800353,-73.98042110559473,Nesher Fine Foods,40.639459,-73.987138,Sandwich Place
1148,Kensington,40.64238195800353,-73.98042110559473,Red Mist,40.64345534209932,-73.96993480196153,Hookah Bar
1149,Kensington,40.64238195800353,-73.98042110559473,Kensington Stables,40.64952464236809,-73.97321194127697,Farm
1150,Kensington,40.64238195800353,-73.98042110559473,Brooklyn Style,40.63951708457857,-73.972939078658,Cosmetics Shop
1151,Kensington,40.64238195800353,-73.98042110559473,Bolla Market,40.64770122433062,-73.97953663237764,Convenience Store
1152,Windsor Terrace,40.65694583575104,-73.98007340430172,Argyle Yarn Shop,40.657870657246505,-73.98277353571012,Arts & Crafts Store
1153,Windsor Terrace,40.65694583575104,-73.98007340430172,Terrace Books,40.659326849388236,-73.98135425014588,Bookstore
1154,Windsor Terrace,40.65694583575104,-73.98007340430172,Windsor Place Antiques,40.658858,-73.978674,Antique Shop
1155,Windsor Terrace,40.65694583575104,-73.98007340430172,Brunswick,40.65942759201671,-73.98132991128122,Café
1156,Windsor Terrace,40.65694583575104,-73.98007340430172,East Wind Snack Shop,40.660297,-73.980169,Chinese Restaurant
1157,Windsor Terrace,40.65694583575104,-73.98007340430172,Krupa Grocery,40.65995716793667,-73.9806956999739,American Restaurant
1158,Windsor Terrace,40.65694583575104,-73.98007340430172,The Double Windsor,40.66052504480458,-73.98028176631404,Bar
1159,Windsor Terrace,40.65694583575104,-73.98007340430172,Bedawi Cafe,40.6585880576543,-73.98202023055737,Middle Eastern Restaurant
1160,Windsor Terrace,40.65694583575104,-73.98007340430172,Windsor Wines,40.66018312350765,-73.98056670020625,Wine Shop
1161,Windsor Terrace,40.65694583575104,-73.98007340430172,Terrace Bagels,40.660019729450475,-73.98077900256138,Bagel Shop
1162,Windsor Terrace,40.65694583575104,-73.98007340430172,Giovanni's Brooklyn Eats,40.660159372085104,-73.9837526794552,Italian Restaurant
1163,Windsor Terrace,40.65694583575104,-73.98007340430172,Daytime,40.65858,-73.9781,Café
1164,Windsor Terrace,40.65694583575104,-73.98007340430172,Sushi Yama,40.658542075971724,-73.98205414694895,Sushi Restaurant
1165,Windsor Terrace,40.65694583575104,-73.98007340430172,209 Station,40.660580240771196,-73.98022315970215,Beer Store
1166,Windsor Terrace,40.65694583575104,-73.98007340430172,Le Paddock,40.652872710523795,-73.97605651846555,French Restaurant
1167,Windsor Terrace,40.65694583575104,-73.98007340430172,The Deck,40.653064,-73.976024,Café
1168,Windsor Terrace,40.65694583575104,-73.98007340430172,Windsor Farms Market,40.65672921765033,-73.97758629002944,Grocery Store
1169,Windsor Terrace,40.65694583575104,-73.98007340430172,Black Bear Vintage & Handmade,40.660259292656775,-73.98010698210757,Thrift / Vintage Store
1170,Windsor Terrace,40.65694583575104,-73.98007340430172,The Adirondack,40.65269747313669,-73.9760573633351,Bar
1171,Windsor Terrace,40.65694583575104,-73.98007340430172,Windsor Cafe,40.66010533201,-73.98067619390811,Diner
1172,Windsor Terrace,40.65694583575104,-73.98007340430172,Nitehawk Prospect Park,40.661569434232156,-73.97969563315668,Multiplex
1173,Windsor Terrace,40.65694583575104,-73.98007340430172,Prospect Park Ball Fields,40.66149878833944,-73.97472381591797,Baseball Field
1174,Windsor Terrace,40.65694583575104,-73.98007340430172,Vanderbilt Playground,40.6549699225477,-73.97322838902781,Playground
1175,Windsor Terrace,40.65694583575104,-73.98007340430172,DUB Pies - Windsor Terrace,40.66043997892629,-73.98028259046083,Coffee Shop
1176,Windsor Terrace,40.65694583575104,-73.98007340430172,Provini,40.663283,-73.981431,Italian Restaurant
1177,Windsor Terrace,40.65694583575104,-73.98007340430172,Regina Bakery Inc.,40.65886137286639,-73.98188883892442,Bakery
1178,Windsor Terrace,40.65694583575104,-73.98007340430172,Terrace Coffee Shop,40.65458880590596,-73.97920811893258,Diner
1179,Windsor Terrace,40.65694583575104,-73.98007340430172,Jaya Yoga Center,40.660990457036256,-73.98330801765078,Yoga Studio
1180,Windsor Terrace,40.65694583575104,-73.98007340430172,Prospect Market,40.65945587361034,-73.9813474911978,Grocery Store
1181,Windsor Terrace,40.65694583575104,-73.98007340430172,United Meat Market,40.660248579209295,-73.98050382123279,Butcher
1182,Windsor Terrace,40.65694583575104,-73.98007340430172,Prospect Park Bandshell / Celebrate Brooklyn!,40.663317351657845,-73.97610702728481,Performing Arts Venue
1183,Windsor Terrace,40.65694583575104,-73.98007340430172,Park Slope Armory YMCA,40.66255712230778,-73.98277205907753,Gym
1184,Windsor Terrace,40.65694583575104,-73.98007340430172,The End Is Near,40.66243535716754,-73.98526960782584,Jewelry Store
1185,Windsor Terrace,40.65694583575104,-73.98007340430172,John's Deli,40.65225030381985,-73.97583135965549,Deli / Bodega
1186,Windsor Terrace,40.65694583575104,-73.98007340430172,Bartel-Pritchard Circle,40.66099983324835,-73.97987237655138,Plaza
1187,Windsor Terrace,40.65694583575104,-73.98007340430172,Battle Hill - Green-Wood Cemetery,40.65720089606687,-73.9897778767785,Scenic Lookout
1188,Windsor Terrace,40.65694583575104,-73.98007340430172,Fonda,40.66351377417201,-73.98440481972898,Mexican Restaurant
1189,Windsor Terrace,40.65694583575104,-73.98007340430172,Prospect Park (Lookout Hill),40.65737553739112,-73.97201502558673,Scenic Lookout
1190,Windsor Terrace,40.65694583575104,-73.98007340430172,Juice Box,40.651723261106454,-73.97597407391032,Wine Shop
1191,Windsor Terrace,40.65694583575104,-73.98007340430172,Uncle Louie G's,40.654643780144724,-73.97356042356675,Ice Cream Shop
1192,Windsor Terrace,40.65694583575104,-73.98007340430172,Slope Cellars,40.663458476271806,-73.98446382289195,Wine Shop
1193,Windsor Terrace,40.65694583575104,-73.98007340430172,Greenwood Playground,40.650707299356334,-73.97656655527328,Playground
1194,Windsor Terrace,40.65694583575104,-73.98007340430172,Hand of Glory Tattoo,40.663582475466356,-73.98435390692346,Tattoo Parlor
1195,Windsor Terrace,40.65694583575104,-73.98007340430172,Prospect Park,40.66197082538004,-73.97122621536255,Park
1196,Windsor Terrace,40.65694583575104,-73.98007340430172,Prospect Park (Peninsula),40.656790929944236,-73.96895586172765,Park
1197,Windsor Terrace,40.65694583575104,-73.98007340430172,Greenwood Park,40.65948247435998,-73.98794403206657,Beer Garden
1198,Windsor Terrace,40.65694583575104,-73.98007340430172,"Prospect Park 9th St Entrance, Lafayette Monument",40.66454994888868,-73.9766868547345,Park
1199,Windsor Terrace,40.65694583575104,-73.98007340430172,American Cheez,40.6632546133176,-73.984625839059,Bar
1200,Windsor Terrace,40.65694583575104,-73.98007340430172,Brancaccio's,40.64840157962513,-73.97863105978755,Food & Drink Shop
1201,Windsor Terrace,40.65694583575104,-73.98007340430172,Lot 2,40.660701748092904,-73.9904676326118,American Restaurant
1202,Windsor Terrace,40.65694583575104,-73.98007340430172,Harmony Playground,40.663555112790334,-73.97688296707555,Park
1203,Windsor Terrace,40.65694583575104,-73.98007340430172,Giuseppina's,40.660394,-73.990592,Pizza Place
1204,Windsor Terrace,40.65694583575104,-73.98007340430172,Prospect Park (Dog Run),40.66388030849135,-73.97256601428734,Dog Run
1205,Windsor Terrace,40.65694583575104,-73.98007340430172,Hamilton's,40.648706,-73.97738,American Restaurant
1206,Windsor Terrace,40.65694583575104,-73.98007340430172,Bartel Pritchard Square Greenmarket,40.66100210710828,-73.97947544173671,Plaza
1207,Windsor Terrace,40.65694583575104,-73.98007340430172,From Head to Toe,40.66277,-73.98483,Salon / Barbershop
1208,Windsor Terrace,40.65694583575104,-73.98007340430172,Camperdown Elm,40.66322219144287,-73.98455890156322,New American Restaurant
1209,Windsor Terrace,40.65694583575104,-73.98007340430172,Big Nose Full Body,40.66515379882797,-73.98305765155482,Wine Shop
1210,Windsor Terrace,40.65694583575104,-73.98007340430172,Brook Vin,40.66544149906668,-73.98276388642314,Wine Bar
1211,Windsor Terrace,40.65694583575104,-73.98007340430172,Prospect Park Dog Beach,40.662483822283,-73.97196699523332,Dog Run
1212,Windsor Terrace,40.65694583575104,-73.98007340430172,Park Circle,40.65101544986186,-73.97234201431274,Plaza
1213,Windsor Terrace,40.65694583575104,-73.98007340430172,Southside Coffee,40.661106993088225,-73.99001547630192,Coffee Shop
1214,Windsor Terrace,40.65694583575104,-73.98007340430172,Prospect Park Tennis Center,40.65129103601639,-73.97096809050308,Tennis Court
1215,Windsor Terrace,40.65694583575104,-73.98007340430172,Sean Casey Animal Rescue,40.648224960151644,-73.97829640114318,Animal Shelter
1216,Windsor Terrace,40.65694583575104,-73.98007340430172,Café Grumpy,40.66536765769469,-73.98287414920253,Coffee Shop
1217,Windsor Terrace,40.65694583575104,-73.98007340430172,Henry's,40.66349172450266,-73.9844576285489,Vietnamese Restaurant
1218,Windsor Terrace,40.65694583575104,-73.98007340430172,Elk Cafe,40.654943805112936,-73.9733077630706,Café
1219,Windsor Terrace,40.65694583575104,-73.98007340430172,Cafe Steinhof,40.663656,-73.984087,Austrian Restaurant
1220,Windsor Terrace,40.65694583575104,-73.98007340430172,Piccoli,40.65468864246103,-73.97331762662641,Italian Restaurant
1221,Windsor Terrace,40.65694583575104,-73.98007340430172,New York Philharmonic Summertime Classics,40.662321401398884,-73.97508561960214,Concert Hall
1222,Windsor Terrace,40.65694583575104,-73.98007340430172,Couleur Café,40.663395746059024,-73.9844734521492,Café
1223,Windsor Terrace,40.65694583575104,-73.98007340430172,The Bad Wife,40.66546383971807,-73.9828108332945,Convenience Store
1224,Windsor Terrace,40.65694583575104,-73.98007340430172,Batata Pita Bar,40.648402,-73.978956,Middle Eastern Restaurant
1225,Windsor Terrace,40.65694583575104,-73.98007340430172,Johnny Mack's Bar & Grill,40.66416077600608,-73.98056747363933,Burger Joint
1226,Windsor Terrace,40.65694583575104,-73.98007340430172,Union Market,40.6647009407606,-73.98347247105308,Gourmet Shop
1227,Windsor Terrace,40.65694583575104,-73.98007340430172,Hootenanny Art House,40.66200763557706,-73.98195281136725,Music Venue
1228,Windsor Terrace,40.65694583575104,-73.98007340430172,powerHouse on 8th,40.66425917305082,-73.98041338789122,Bookstore
1229,Windsor Terrace,40.65694583575104,-73.98007340430172,Ladybird Bakery,40.66424294284632,-73.98049130837074,Bakery
1230,Windsor Terrace,40.65694583575104,-73.98007340430172,Flora,40.66458213247753,-73.98013799336965,Italian Restaurant
1231,Windsor Terrace,40.65694583575104,-73.98007340430172,Bar Mina,40.66561687729949,-73.9824504055204,Bar
1232,Windsor Terrace,40.65694583575104,-73.98007340430172,Bagel Hole,40.664740808275766,-73.98339206649328,Bagel Shop
1233,Windsor Terrace,40.65694583575104,-73.98007340430172,Dizzy's Diner,40.66574088451096,-73.97907720273113,Diner
1234,Windsor Terrace,40.65694583575104,-73.98007340430172,Steeplechase Coffee,40.64839962749034,-73.9787145512189,Café
1235,Windsor Terrace,40.65694583575104,-73.98007340430172,Thomas J. Cuite Park,40.6543385013301,-73.97875591953687,Park
1236,Windsor Terrace,40.65694583575104,-73.98007340430172,Della,40.65286346554934,-73.97625158342642,Italian Restaurant
1237,Windsor Terrace,40.65694583575104,-73.98007340430172,Naidre's Cafe & Bakery,40.665392190576355,-73.98285896966958,Café
1238,Windsor Terrace,40.65694583575104,-73.98007340430172,Cena,40.651627,-73.97567,Taco Place
1239,Windsor Terrace,40.65694583575104,-73.98007340430172,Windsor Coffee,40.649025837333184,-73.97746637946587,Coffee Shop
1240,Windsor Terrace,40.65694583575104,-73.98007340430172,Chino's Corner Deli,40.648606257026046,-73.97828637622295,Deli / Bodega
1241,Windsor Terrace,40.65694583575104,-73.98007340430172,Greenwood Deli,40.650553813156066,-73.97807126406585,Deli / Bodega
1242,Windsor Terrace,40.65694583575104,-73.98007340430172,Lisa Nails Inc,40.648892297907686,-73.97762660898903,Spa
1243,Windsor Terrace,40.65694583575104,-73.98007340430172,Kathy's Gourmet Italian Ices & Ice Cream,40.65085629732318,-73.97707501545524,Ice Cream Shop
1244,Windsor Terrace,40.65694583575104,-73.98007340430172,Jaya Yoga East,40.64866083168709,-73.97748523560695,Yoga Studio
1245,Windsor Terrace,40.65694583575104,-73.98007340430172,Casalinga Pizza,40.648594,-73.978751,Pizza Place
1246,Windsor Terrace,40.65694583575104,-73.98007340430172,Little Tonino's Pizzeria & Cafe,40.65085827352706,-73.9769747915404,Pizza Place
1247,Windsor Terrace,40.65694583575104,-73.98007340430172,TD Bank,40.6516971,-73.9728669,Bank
1248,Windsor Terrace,40.65694583575104,-73.98007340430172,Mr. Tong,40.648426024967875,-73.9783575862549,Chinese Restaurant
1249,Windsor Terrace,40.65694583575104,-73.98007340430172,Maryland Monument,40.65899189834226,-73.96986845040374,Park
1250,Windsor Terrace,40.65694583575104,-73.98007340430172,Prospect Park Lake,40.654857361397404,-73.96931648254395,Lake
1251,Prospect Heights,40.67682226225472,-73.9648592426269,The Islands,40.67703587674722,-73.96356321538423,Caribbean Restaurant
1252,Prospect Heights,40.67682226225472,-73.9648592426269,Winey Neighbor,40.67684908330584,-73.9635087719846,Wine Shop
1253,Prospect Heights,40.67682226225472,-73.9648592426269,Gen,40.677574602093465,-73.96372109751516,Sushi Restaurant
1254,Prospect Heights,40.67682226225472,-73.9648592426269,Bitter & Esters,40.677091521324904,-73.96368974596916,Brewery
1255,Prospect Heights,40.67682226225472,-73.9648592426269,Gold Star Beer Counter,40.67523076620613,-73.96675900998137,Bar
1256,Prospect Heights,40.67682226225472,-73.9648592426269,Bearded Lady,40.677572284655774,-73.96380419205185,Cocktail Bar
1257,Prospect Heights,40.67682226225472,-73.9648592426269,Nacho Macho Taco,40.676486203952564,-73.96277461950449,Mexican Restaurant
1258,Prospect Heights,40.67682226225472,-73.9648592426269,The Barlow,40.675464,-73.963131,Bar
1259,Prospect Heights,40.67682226225472,-73.9648592426269,Bar Meridian,40.676311,-73.963058,Bar
1260,Prospect Heights,40.67682226225472,-73.9648592426269,Sit & Wonder,40.67735699650139,-73.96386086940765,Coffee Shop
1261,Prospect Heights,40.67682226225472,-73.9648592426269,Ode to Babel,40.679466295291746,-73.96456093161021,Cocktail Bar
1262,Prospect Heights,40.67682226225472,-73.9648592426269,Konditori,40.677189674303655,-73.96369253027767,Café
1263,Prospect Heights,40.67682226225472,-73.9648592426269,Kimchi Grill,40.67512957407338,-73.96324476804656,Korean Restaurant
1264,Prospect Heights,40.67682226225472,-73.9648592426269,Lowerline,40.67421371216402,-73.9631374598454,Cajun / Creole Restaurant
1265,Prospect Heights,40.67682226225472,-73.9648592426269,Ample Hills Creamery,40.678546994225385,-73.9684545270517,Ice Cream Shop
1266,Prospect Heights,40.67682226225472,-73.9648592426269,Olmsted,40.6771755254834,-73.96893144159979,New American Restaurant
1267,Prospect Heights,40.67682226225472,-73.9648592426269,Shambhala Yoga and Dance Center,40.6774180840352,-73.96260502932,Yoga Studio
1268,Prospect Heights,40.67682226225472,-73.9648592426269,Puerto Viejo,40.67892483112173,-73.96196021638814,Latin American Restaurant
1269,Prospect Heights,40.67682226225472,-73.9648592426269,Little Cupcake Bakeshop,40.67846761615478,-73.9686844966458,Bakery
1270,Prospect Heights,40.67682226225472,-73.9648592426269,Cafe Eloise,40.676387,-73.962699,Café
1271,Prospect Heights,40.67682226225472,-73.9648592426269,Mermaid's Garden,40.67706305444121,-73.96919768812,Fish Market
1272,Prospect Heights,40.67682226225472,-73.9648592426269,Muse,40.67659358164728,-73.96350255226993,Thai Restaurant
1273,Prospect Heights,40.67682226225472,-73.9648592426269,Covenhoven,40.675142728804886,-73.96020286393833,Beer Bar
1274,Prospect Heights,40.67682226225472,-73.9648592426269,All Creatures Veterinary Hospital,40.678102,-73.963604,Business Service
1275,Prospect Heights,40.67682226225472,-73.9648592426269,Natural Blend,40.67381852431168,-73.9629234409728,Vegetarian / Vegan Restaurant
1276,Prospect Heights,40.67682226225472,-73.9648592426269,Riverdel,40.67342196266409,-73.96295529595668,Gourmet Shop
1277,Prospect Heights,40.67682226225472,-73.9648592426269,Ogliastro Pizza Bar,40.67442512423628,-73.96314365870649,Pizza Place
1278,Prospect Heights,40.67682226225472,-73.9648592426269,Honey Salon,40.67783755487132,-73.96876415587427,Nail Salon
1279,Prospect Heights,40.67682226225472,-73.9648592426269,Blue Marble,40.674993,-73.966897,Ice Cream Shop
1280,Prospect Heights,40.67682226225472,-73.9648592426269,Weather Up,40.67997399383786,-73.96801421863265,Cocktail Bar
1281,Prospect Heights,40.67682226225472,-73.9648592426269,Bierwax,40.68001984731985,-73.9681085314247,Beer Bar
1282,Prospect Heights,40.67682226225472,-73.9648592426269,Natty Garden,40.67926808672557,-73.96412661949147,Garden Center
1283,Prospect Heights,40.67682226225472,-73.9648592426269,Milk Bar,40.677755313357345,-73.96885327684167,Breakfast Spot
1284,Prospect Heights,40.67682226225472,-73.9648592426269,Amorina Cucina Rustica,40.677555876640874,-73.9689864777241,Pizza Place
1285,Prospect Heights,40.67682226225472,-73.9648592426269,Gran Caffe De Martini,40.67910336932808,-73.96832032665563,Coffee Shop
1286,Prospect Heights,40.67682226225472,-73.9648592426269,Oxalis,40.67285927595365,-73.96269179538655,Restaurant
1287,Prospect Heights,40.67682226225472,-73.9648592426269,Washington Commons,40.675596628875155,-73.96338536883863,Bar
1288,Prospect Heights,40.67682226225472,-73.9648592426269,Tooker Alley,40.67280614647323,-73.9627583658274,Bar
1289,Prospect Heights,40.67682226225472,-73.9648592426269,LOOK by Plant Love House,40.679941458647896,-73.96432512199156,Thai Restaurant
1290,Prospect Heights,40.67682226225472,-73.9648592426269,Mount Prospect Park,40.672099791869044,-73.96604588028818,Park
1291,Prospect Heights,40.67682226225472,-73.9648592426269,Chuko,40.680732,-73.967616,Ramen Restaurant
1292,Prospect Heights,40.67682226225472,-73.9648592426269,Cheryl's Global Soul,40.67351713091144,-73.96730571904092,Southern / Soul Food Restaurant
1293,Prospect Heights,40.67682226225472,-73.9648592426269,Faun,40.678241031616174,-73.96868931603504,New American Restaurant
1294,Prospect Heights,40.67682226225472,-73.9648592426269,Alta Calidad,40.68025261294533,-73.96800863448841,Mexican Restaurant
1295,Prospect Heights,40.67682226225472,-73.9648592426269,Brooklyn Museum,40.67152064562501,-73.96367692014273,Art Museum
1296,Prospect Heights,40.67682226225472,-73.9648592426269,Grand Army Plaza,40.673074939951675,-73.96992802619934,Plaza
1297,Prospect Heights,40.67682226225472,-73.9648592426269,Fermented Grapes,40.67734221896274,-73.96894758999024,Wine Shop
1298,Prospect Heights,40.67682226225472,-73.9648592426269,Four & Twenty Blackbirds,40.6806031699879,-73.96928050755061,Pie Shop
1299,Prospect Heights,40.67682226225472,-73.9648592426269,Olde Brooklyn Bagel Shoppe,40.67775598998514,-73.9687742381631,Bagel Shop
1300,Prospect Heights,40.67682226225472,-73.9648592426269,Vanderbilt Wine Merchants,40.68063309024571,-73.96785902210712,Wine Shop
1301,Prospect Heights,40.67682226225472,-73.9648592426269,Lincoln Station,40.67254391350389,-73.96234865269403,Coffee Shop
1302,Prospect Heights,40.67682226225472,-73.9648592426269,"Ciao, Gloria",40.68051,-73.96817,Café
1303,Prospect Heights,40.67682226225472,-73.9648592426269,D'Antan,40.677738,-73.95969,Wine Bar
1304,Prospect Heights,40.67682226225472,-73.9648592426269,Grand Army Plaza Greenmarket,40.67252608292926,-73.96967330601883,Farmers Market
1305,Prospect Heights,40.67682226225472,-73.9648592426269,Bailey Fountain (Grand Army Plaza Fountain),40.67389609586834,-73.97005157959278,Plaza
1306,Prospect Heights,40.67682226225472,-73.9648592426269,Union Market,40.67610148438513,-73.97178424263382,Grocery Store
1307,Prospect Heights,40.67682226225472,-73.9648592426269,Van Leeuwen Ice Cream,40.680733,-73.968138,Ice Cream Shop
1308,Prospect Heights,40.67682226225472,-73.9648592426269,SoulCycle Park Slope,40.676168249950535,-73.97175712187305,Cycle Studio
1309,Prospect Heights,40.67682226225472,-73.9648592426269,LaLou,40.680278,-73.967607,Wine Bar
1310,Prospect Heights,40.67682226225472,-73.9648592426269,Soldiers' and Sailors' Arch,40.672874271152,-73.96992584577343,Monument / Landmark
1311,Prospect Heights,40.67682226225472,-73.9648592426269,Park Delicatessen,40.67542886689468,-73.9599004917966,Flower Shop
1312,Prospect Heights,40.67682226225472,-73.9648592426269,Maison Yaki,40.67747521328162,-73.96908078141962,Japanese Restaurant
1313,Prospect Heights,40.67682226225472,-73.9648592426269,Art Cafe,40.68026395752461,-73.96465828459665,Bar
1314,Prospect Heights,40.67682226225472,-73.9648592426269,James,40.67914508598839,-73.97167186599718,New American Restaurant
1315,Prospect Heights,40.67682226225472,-73.9648592426269,R&D Foods,40.67837908256937,-73.96863796803916,Gourmet Shop
1316,Prospect Heights,40.67682226225472,-73.9648592426269,Mexicocina Agaveria,40.676865,-73.963817,Mexican Restaurant
1317,Prospect Heights,40.67682226225472,-73.9648592426269,Brooklyn Museum Gift Shop,40.67137123506541,-73.9636683743169,Gift Shop
1318,Prospect Heights,40.67682226225472,-73.9648592426269,El Gran Castillo de Jagua,40.67696381149584,-73.97225075921843,Latin American Restaurant
1319,Prospect Heights,40.67682226225472,-73.9648592426269,MeMe’s Diner,40.67767949351533,-73.96374983057217,American Restaurant
1320,Prospect Heights,40.67682226225472,-73.9648592426269,Opal Massage,40.67484666285201,-73.9722706386044,Massage Studio
1321,Prospect Heights,40.67682226225472,-73.9648592426269,Leon & Son Wine & Spirits,40.682764349333624,-73.96317404106323,Wine Shop
1322,Prospect Heights,40.67682226225472,-73.9648592426269,Ideal Food Basket,40.6762479149275,-73.9635760072425,Grocery Store
1323,Prospect Heights,40.67682226225472,-73.9648592426269,Hops Hill,40.68317494910976,-73.9656058622199,Bar
1324,Prospect Heights,40.67682226225472,-73.9648592426269,Geido,40.67784893308722,-73.9729250617067,Japanese Restaurant
1325,Prospect Heights,40.67682226225472,-73.9648592426269,Sunshine Co.,40.674672496487844,-73.96332178669509,American Restaurant
1326,Prospect Heights,40.67682226225472,-73.9648592426269,Joyce Bakeshop,40.6769837367021,-73.96919916266556,Bakery
1327,Prospect Heights,40.67682226225472,-73.9648592426269,Rose Garden,40.67172891204191,-73.96499552116555,Botanical Garden
1328,Prospect Heights,40.67682226225472,-73.9648592426269,Friends and Lovers,40.67862958765238,-73.95871240276702,Nightclub
1329,Prospect Heights,40.67682226225472,-73.9648592426269,Brooklyn Museum - Plaza,40.67150851327325,-73.96378576755524,Plaza
1330,Prospect Heights,40.67682226225472,-73.9648592426269,Finn’s Corner,40.67848913531268,-73.96395719494224,Bar
1331,Prospect Heights,40.67682226225472,-73.9648592426269,Vanderbilt Green Market,40.67727286985622,-73.96900139356295,Gourmet Shop
1332,Prospect Heights,40.67682226225472,-73.9648592426269,Sweet Chick,40.67754649003504,-73.97255306208095,Fried Chicken Joint
1333,Prospect Heights,40.67682226225472,-73.9648592426269,Banh Mi Place,40.673393600773764,-73.96294999756346,Vietnamese Restaurant
1334,Prospect Heights,40.67682226225472,-73.9648592426269,Tabata Ultimate Fitness,40.678852,-73.957216,Gym
1335,Prospect Heights,40.67682226225472,-73.9648592426269,White Tiger,40.679527373382285,-73.96820788157764,Restaurant
1336,Prospect Heights,40.67682226225472,-73.9648592426269,Berg'n,40.67726873079832,-73.9573056855387,Beer Bar
1337,Prospect Heights,40.67682226225472,-73.9648592426269,Pongo Power,40.67595379999999,-73.97185019999999,Gym / Fitness Center
1338,Prospect Heights,40.67682226225472,-73.9648592426269,Jewel City Yoga,40.67568618685872,-73.95619291660037,Yoga Studio
1339,Prospect Heights,40.67682226225472,-73.9648592426269,Silver Rice,40.6741866486737,-73.9570371131354,Sushi Restaurant
1340,Prospect Heights,40.67682226225472,-73.9648592426269,O.N.A,40.679778742017156,-73.9680809894657,Women's Store
1341,Prospect Heights,40.67682226225472,-73.9648592426269,Emily,40.683419946744586,-73.96655063949262,Pizza Place
1342,Prospect Heights,40.67682226225472,-73.9648592426269,The Good Batch,40.68278051820622,-73.96335068856497,Bakery
1343,Prospect Heights,40.67682226225472,-73.9648592426269,Mr. Melon,40.68296711952428,-73.96426296762561,Convenience Store
1344,Prospect Heights,40.67682226225472,-73.9648592426269,Diwan Grill,40.675354999999996,-73.95650699999999,Indian Restaurant
1345,Prospect Heights,40.67682226225472,-73.9648592426269,Prospect Park Loop,40.670994,-73.97034,Track
1346,Prospect Heights,40.67682226225472,-73.9648592426269,Crow Hill CrossFit,40.67768653054873,-73.95677179098129,Gym
1347,Prospect Heights,40.67682226225472,-73.9648592426269,St Ends,40.67569038985492,-73.95607002360802,Cocktail Bar
1348,Prospect Heights,40.67682226225472,-73.9648592426269,Hartley's,40.68260840033112,-73.96135952551309,Pub
1349,Prospect Heights,40.67682226225472,-73.9648592426269,Hunky Dory,40.67313911331556,-73.95702881320716,Bistro
1350,Prospect Heights,40.67682226225472,-73.9648592426269,The Crown Inn,40.67396844717776,-73.95692491439155,Bar
1351,Brownsville,40.66394994339755,-73.91023536176606,Pitkin Seafood,40.66955734419876,-73.91164355012553,Fish & Chips Shop
1352,Brownsville,40.66394994339755,-73.91023536176606,Sal & Pauls Pizza,40.669453000000004,-73.91107099999999,Pizza Place
1353,Brownsville,40.66394994339755,-73.91023536176606,Richies's Gym,40.66774551704092,-73.90249535898197,Gym
1354,Brownsville,40.66394994339755,-73.91023536176606,Shoppers World,40.66896056783637,-73.91563638922356,Department Store
1355,Brownsville,40.66394994339755,-73.91023536176606,SummerStage - Betsy Head Park,40.66233298946545,-73.91432851552963,Performing Arts Venue
